message,author
New campaign ad with debate footage McCain Is Right. http//is.gd/3chN  #debate08 #current (h/t @kevinbinversie),invalidtwit
so much fun watching debate on #Current with tweets.  loved it!,tatujae
Go Obama! I think hes doing well so far. #debate08,yesmagazine
#winner #current Where Obama made strides is in sounding and feeling credible and Presidential which many people havent seen.,aagha
John is right Obamas defining phrase #current #debate08,EATerrell
@joberdorf Obama supports veterans more than McCain does. Obama at least favored the new GI Bill! #debate08,EATerrell
74.6 said obama won the debate on msnbc poll http//tinyurl.com/3frb5c #debate08 #tweetdebate,tonei
#debate08 Obama will restore Americas pride and global image but McCain is the better candidate.,SarahInMI
@msblog that was pretty awesme #debate08,drwh0
#Current + Twitter was great way to watch the debate. If only Daily Show and Colbert were about to air to really put it all in perspective.,johnpapa
was pleasantly surprised by the first #debate08.  Moderator actually let them go after each other.,invalidtwit
WOW  McCain already has an I agree with Sen. McCain ad!  SWEET http//tinyurl.com/43n74w #debate08 #current,diablogue_chat
I like the CNN analysis tonight and not for a partisan reason but because they have some good peeps who mostly know their shiz #debate08,Sarah
#current McCain is old Obama is new time for a change,lindseyroot
@orbitaldiamonds Lucky. Ill be here drinking lots of tea.,msblog
@NewsHour Jim did great! #debate08,jstylman
currently 75.2 said obama won the debate on msnbc poll http//tinyurl.com/3frb5c #debate08,paola1313
@BarbaraKB yeah @current is doing some awesome things mashing up tv with social media really wish we had them.,minvasive
No one hit the mat. #tweetdebate,BreakTheirBones
@davidweiner Obama was the gent.,bookofjames
@martinbowling mccain has a hard time suffering fools #tweetdebate,billmurphy
Wow really good debate  I cant decide who actually won (if either) but Obama did a great job with McCains strong suit #debate08,MailOurMilitary
#current i think the mcC is right on... by O is a good thing in itself ofcourse each candidate has good points. not tactical but true.,mshiltonj
Great to see so many people engaged in the debates and election; regardless of party affiliation or candidate of choice.  #current,davidweiner
I think saying John is correct about... along with John thats just not true. worked.  Obama seemed like the one in charge. #current,Imarilove
#debate08 @JohnMcCain has 954 Twitter Followers. @BarackObama has 86312. Looks like @BarackObama won Twitter by a landslide.,rightwave
think Im gonna watch the rest of the debate on the Beeb. need some better commentary #debate08,orbitaldiamonds
rt @alexashrugged    [Argh  ZT] WOW  McCain already has an I agree with Sen. McCain ad! SWEET http//tinyurl.com/43n74w #current,mattt bastard
McCain nailed it in a few spots but overall Obama handled himself far better than McCain. #debate08,ObamaNews
@alexashrugged  WOW  McCain already has an I agree with Sen. McCain ad! SWEET http//tinyurl.com/43n74w #debate08 #current,ObamaNews
Both held there own.  Interested to see what happens next week.  Uncommitted voters statistics are interesting. #current,McCainNews
McCain Debate Central webpage has some good rapid response info on it. http//is.gd/3ciC #debate08 #current,Imarilove
@lindagoin I was happy with Obamas performance.  I expected him to seem more uncomfortable but I felt that he had control of the tone.,disavian
McCain cruises to easy win in 1st debate #current,orbitaldiamonds
Thought Lehrer was good  a few simple interventions and stayed out the way #debate08,orbitaldiamonds
I thought Obama laughing at McCains wilder statements was effective and seemed natural. #current,lannadelarosa
Obam won the debate #current,MichiganTaxes
1am Rachel Maddow LIVE on MSNBC TV #current,gacman57
if @fakeobama agreed with me any more i think id be able to count on his vote this november #tweetdebate,kyeung808
That was so rad. I really had fun following along with #current. Sorry to all my friends for the number of tweets I sent the last hour.,NMHull
Retweeting @RobertBluey McCain Debate Central webpage has some good rapid response info on it. http//is.gd/3ciC #debate08 #current,johnnycho
Nice work everyone on the #tweetdebate. I watched a timeshifted version so wasnt able to participate realtime.,orbitaldiamonds
#tweetdebate msnbc poll says that 74.9 of people thinks Obama won the debate http//tinyurl.com/3frb5c,laurencooney
Retweeting @JPmicek McCains team is fast! Obamas words frm debate in ad already! http//snurl.com/3vlxx  WOW  that was FAST!#tweetdebate,jbendito
That was a blast #current,vibemetrix
@orbitaldiamonds Aw I love snow. And we do get quite a lot here.,levibethune
Best Week Ever doing great #suspension spoofs. Need something light after #debate08.,chelpixie
@infinitelymeta i was watching twitters election2008 pg too  enjoyed following the #tweetdebate thread  quite entertaining...,dddddddean
@kenbooth The real winner of the debate Twitter. Their freeflowing ajaxy #debate08 pages were fun. Sure beats talking heads. And no whales,Rod Begbie
God I love Joe Biden and his brutal directness and that huge grin. #current,mabraham1
According to a poll by CBS undecideds picked Obama as the winner over McCain by about a 20 point margin. #debate08,damnneargenius
#current Biden kicking McCains butt on CNN,lebrun
going to NH next saturday to help with Obamas campaign. #current,Taiwan Brown
watched the debate Obama did very well #current,barbaranixon
#debate08 Wolf  it would be nice if Sarah Palin would join us,gminks
@stillgray btw nice website!,RobSample
Wow...the CSPAN people are explaining what Twitter is to the audience...#debate08,Sarah
McCain +3 for admitting that the US engaged in torture! #tweetdebate,blackvoices
@disavian I agree.  Its tough to see an old war horse like McCain take empty swipes.  Hell have his place back in the Senate when he loses,greacen
@jpippert The I wore my tie that looks good on the radio tie Oh yes. Smooth move McCain. #debate08,CathleenRitt
@ pavlicko you gained at least one follower from searching tweetscan for #debate08 and then drilling down to read your comments.,keithdsouza
#debate08 Tweeting in front of the TV while watching the debate tonight with a cocktail was a hoot! Dont miss the next ones  with tequila!,JohnHoffmann
I love Twitter.. the new bar on the top is neat o http//election.twitter.com/#debate08. A trip to read in real time public opinion,CathyWebSavvyPR
All McCain has is lies why cant he just tell the American people the truth. #current,laughterkey
@stevenbjohnson he said dont torture... ever again. pretty clearly. #debate08,TracyCrossley
@janoss  re emotive  neither candidate has it but I met Obama in Chicago...so Im biased. Obama likes to meet eyetoeye.,Flap
CNN played Kissingers response proving McCains answer correct. #debate08,CarriBugbee
the debate was a draw.  I thought Mccain did come out slightly on top because he sounded more educated on the issues. good closing.#debate08,myentirename
@wcdarling Perhaps view #debate08 in RSS http//tinyurl.com/4w7za2,KrnSidez
Amazing.. McCains debate ad out NOW http//tinyurl.com/43n74w #debate08,seoulfully
so hack the debate 1 is over...now to refine. so much to do. new promo coming soon #current,photopro1
#debate08 I love watching comments roll in on Twitters Election2008!,Condoulo
@lindagoin To be honest Ive never had much passion for Obama. I just cant stand McCain anymore.  Obamas been growing on me though lately,otenkiya
@janoss  So IMO Obama won in his eyetoeye direct points and his mission. The differences were very clear tonight.,ZachTumin
#current  Why the obsessions on both right and left with who won Both candidates clarified their positionsthe viewers were the winners.,AntiStupidity
For what its worth McCain is kicking Obamas ass on the Drudge poll. #debate08,frijole
John McCain McCain Is Right http//polfeeds.com/item/McCainIsRight #debate08 #current #tweetdebate,lindagoin
@matttbastard I wish I could stay up late enough to catch Rachels whole hour. but I need sleep. last night was kind of epic.,eMom
FactCheck.org Id love to see you live tweet fact checks for the next debate. That would be *hot*. #current #debate08,hanseich
@drunnells agreed!,frijole
@current This was the most intense political debate Ive had since I worked in politics & lived in DC Cant wait for next one!,marquesstewart
#debate08 Obama FTW.,megkroeplin
@drunnells agreed!  #debate08,drwh0
@davidweiner Good question.  They both had some good lines but McCain probably was more colorful.,PachacutecFDL
#debate08 @drunnells agreed!,MNCR
Obama said McCain was right on several issues! #debate08,h0zae
#debate08 Mccain mostly had his advantage by violating Lehrers moderating.That he tied/slightly won on his strongest suit is encouraging,MediaLizzy
vermontgmg Amazing how the IND dial line on CNN drops whenever McCain starts talking. #debate08 http//tinyurl.com/3fq2qy,Will Reynolds Young
Nice Obamas Tweet machine has it goin ON after the debates. #debate08,guildencrantz
Barack Obama won this debate #tweetdebate,EATerrell
#debate08 Great coverage on CNN measuring audience responses in realtime.,Chorazin
Biden on MSNBC A good night for our team. #debate08,slsmith
